,PMID,text,rating1_validated,rating1,rating2_validated,rating2,rating_consensus,consensus_reason,design_ground_truth,field_ground_truth_1,field_ground_truth_2,field_ground_truth_consensus,field_ground_truth_consensus_reason,setting_ground_truth_1,setting_ground_truth_2,setting_ground_truth_consensus,setting_ground_truth_consensus_reason
10,34746641,"Pharmacists' perceived role in supporting diabetes education and self-management in Ireland: a qualitative study.  Background: Support for people with diabetes is necessary for optimal self-management. Structured diabetes education programmes fulfil this need, but attendance rates are consistently low. The role of pharmacists has expanded but the profession remains underutilised in chronic disease management. The objective of this study is to explore pharmacists' perceived role in the support of diabetes education and self-management behaviours. Methods: A qualitative study using semi-structured interviews of community pharmacists in Ireland was conducted. Interviews were audio-recorded, transcribed verbatim and analysed using inductive thematic analysis. Results: Ten pharmacists were interviewed. The four themes identified illustrate the juxtaposition of pharmacists' potential in diabetes care with the realities of current pharmaceutical practice. One theme outlined the relationship between the person with diabetes and the pharmacist, 'Patient or customer: the nature of the pharmacist relationship'. Two themes described the pharmacists' role in supporting diabetes education and self-management, 'Beyond medication: pharmacists' current and potential role in diabetes management' and 'Need for diabetes education'. The final theme highlighted the barriers to a more engaged role in patient care, 'Barriers: ""all the stuff that gets in the way""'. Conclusion: The relationship between pharmacists and people with diabetes could facilitate pharmacists in supporting diabetes self-management. However, variability across pharmacists' level of involvement and consistent resource barriers were noted. Pharmacists were poorly informed about structured diabetes education programmes. Further research is needed to explore this variability but there may be potential to enhance the pharmacist role in promoting attendance at structured diabetes education programmes.",0,0,0,0,,,,,,,,,,,
11,34746953,"A multifaceted approach in leveraging electronic health record tools for safe inpatient use of concentrated U-500 insulin. DISCLAIMER In an effort to expedite the publication of articles, AJHP is posting manuscripts online as soon as possible after acceptance. Accepted manuscripts have been peer-reviewed and copyedited, but are posted online before technical formatting and author proofing. These manuscripts are not the final version of record and will be replaced with the final article (formatted per AJHP style and proofed by the authors) at a later time. PURPOSE The Institute for Safe Medication Practices classifies subcutaneous insulin as a high-risk medication. Concentrated U-500 insulin carries additional risks in comparison to conventional U-100 insulin, as the 5-fold more concentrated nature of this product, limitations to insulin pen dosing, and various devices for dose measurement may lead to miscommunication of patient-reported doses, resulting in downstream errors in ordering, verification, or administration. We describe a multifaceted approach to leveraging technical tools within the electronic health record (EHR) for U-500 insulin use. SUMMARY At Cleveland Clinic, the U-500 insulin use process evolved in a number of phases using EHR tools. Phase 1 included new clinical decision support and documentation tools during order entry, including a customized alert that fired during order entry recommending that the prescriber order a consult with endocrinology and requiring the prescriber to provide the patient's home insulin measuring device and the source of the patient's reported home dose. In order verification, a customized alert fired directing the pharmacist to contact the patient or patient's nurse and validate the information provided by the prescriber. Phase 2 involved transitioning dispensing of patient-specific doses from tuberculin syringes to U-500 insulin syringes. Phase 3 transitioned to use of U-500 insulin pens and included automatic dose rounding of ordered doses down to the nearest 5 units, and an additional customized pharmacist alert intended for cost conservation was added to fire if the patient had a recent administration of U-500 insulin documented, directing the pharmacist to determine whether the nurse needed a new pen dispensed. CONCLUSION Cleveland Clinic successfully implemented customized tools and processes within the EHR pertaining to the prescribing, verification, dispensing, and administration of U-500 insulin.",0,0,0,0,,,,,,,,,,,
12,34749427,"Decision coaching for people making healthcare decisions. BACKGROUND Decision coaching is non-directive support delivered by a healthcare provider to help patients prepare to actively participate in making a health decision. 'Healthcare providers' are considered to be all people who are engaged in actions whose primary intent is to protect and improve health (e.g. nurses, doctors, pharmacists, social workers, health support workers such as peer health workers). Little is known about the effectiveness of decision coaching. OBJECTIVES To determine the effects of decision coaching (I) for people facing healthcare decisions for themselves or a family member (P) compared to (C) usual care or evidence-based intervention only, on outcomes (O) related to preparation for decision making, decisional needs and potential adverse effects. SEARCH METHODS We searched the Cochrane Library (Wiley), Cochrane Central Register of Controlled Trials (CENTRAL), MEDLINE (Ovid), Embase (Ovid), PsycINFO (Ovid), CINAHL (Ebsco), Nursing and Allied Health Source (ProQuest), and Web of Science from database inception to June 2021. SELECTION CRITERIA We included randomised controlled trials (RCTs) where the intervention was provided to adults or children preparing to make a treatment or screening healthcare decision for themselves or a family member. Decision coaching was defined as: a) delivered individually by a healthcare provider who is trained or using a protocol; and b) providing non-directive support and preparing an adult or child to participate in a healthcare decision. Comparisons included usual care or an alternate intervention. There were no language restrictions. DATA COLLECTION AND ANALYSIS Two authors independently screened citations, assessed risk of bias, and extracted data on characteristics of the intervention(s) and outcomes. Any disagreements were resolved by discussion to reach consensus. We used the standardised mean difference (SMD) with 95% confidence intervals (CI) as the measures of treatment effect and, where possible, synthesised results using a random-effects model. If more than one study measured the same outcome using different tools, we used a random-effects model to calculate the standardised mean difference (SMD) and 95% CI. We presented outcomes in summary of findings tables and applied GRADE methods to rate the certainty of the evidence. MAIN RESULTS Out of 12,984 citations screened, we included 28 studies of decision coaching interventions alone or in combination with evidence-based information, involving 5509 adult participants (aged 18 to 85 years; 64% female, 52% white, 33% African-American/Black; 68% post-secondary education). The studies evaluated decision coaching used for a range of healthcare decisions (e.g. treatment decisions for cancer, menopause, mental illness, advancing kidney disease; screening decisions for cancer, genetic testing). Four of the 28 studies included three comparator arms.  For decision coaching compared with usual care (n = 4 studies), we are uncertain if decision coaching compared with usual care improves any outcomes (i.e. preparation for decision making, decision self-confidence, knowledge, decision regret, anxiety) as the certainty of the evidence was very low.  For decision coaching compared with evidence-based information only (n = 4 studies), there is low certainty-evidence that participants exposed to decision coaching may have little or no change in knowledge (SMD -0.23, 95% CI: -0.50 to 0.04; 3 studies, 406 participants). There is low certainty-evidence that participants exposed to decision coaching may have little or no change in anxiety, compared with evidence-based information. We are uncertain if decision coaching compared with evidence-based information improves other outcomes (i.e. decision self-confidence, feeling uninformed) as the certainty of the evidence was very low. For decision coaching plus evidence-based information compared with usual care (n = 17 studies), there is low certainty-evidence that participants may have improved knowledge (SMD 9.3, 95% CI: 6.6 to 12.1; 5 studies, 1073 participants). We are uncertain if decision coaching plus evidence-based information compared with usual care improves other outcomes (i.e. preparation for decision making, decision self-confidence, feeling uninformed, unclear values, feeling unsupported, decision regret, anxiety) as the certainty of the evidence was very low. For decision coaching plus evidence-based information compared with evidence-based information only (n = 7 studies), we are uncertain if decision coaching plus evidence-based information compared with evidence-based information only improves any outcomes (i.e. feeling uninformed, unclear values, feeling unsupported, knowledge, anxiety) as the certainty of the evidence was very low. AUTHORS' CONCLUSIONS Decision coaching may improve participants' knowledge when used with evidence-based information. Our findings do not indicate any significant adverse effects (e.g. decision regret, anxiety) with the use of decision coaching. It is not possible to establish strong conclusions for other outcomes. It is unclear if decision coaching always needs to be paired with evidence-informed information. Further research is needed to establish the effectiveness of decision coaching for a broader range of outcomes.",0,0,0,0,,,,,,,,,,,
13,34749777,"Implementing a personalized pharmaceutical plan in kidney or liver transplant patients: study protocol for a stepped-wedge cluster randomized trial (GRePH). BACKGROUND Nowadays, the main challenge of transplantation is the improvement of long-term care, aiming at reducing treatment-related complications and at decreasing rejection rates. Patients' adherence to both treatment and hygienic-dietary measures is mandatory to achieve these objectives. Adherence to immunosuppressive drugs is estimated to be only 70%. We hypothesized that the implementation of a personalized pharmaceutical plan (PPP) would increase adherence and therefore graft survival. METHODS/DESIGN This study is a stepped-wedge cluster randomized trial with transplantation units defining clusters. Twelve clusters from 10 university hospitals were recruited. All centres started on the same day in the control phase. Every 7 weeks, one centre will switch to the intervention phase and remain there until the end of inclusions. We plan to recruit 1716 kidney and/or liver transplant patients. The intervention phase consists in setting up the PPP: development of the patient's hospital and community pharmaceutical follow-up. In the hospital, the pharmacist will carry out drug reconciliation upon admission, daily pharmaceutical follow-up of prescriptions and pharmaceutical interviews with the patient in order to explain the modalities of taking immunosuppressive drugs and hygienic-dietary measures. After hospitalization, during the post-transplantation year, pharmaceutical meetings will take place, prior to medical consultations in order to check the patient's understanding of the prescription, his adherence, to remind them of hygienic-dietary measures and to look for adverse effects. The hospital pharmacist will also be in charge of establishing a close link with the community pharmacist (CP) and general practitioner, especially providing discharge medication reconciliation, an e-learning and a checklist. Moreover, prior to each pharmaceutical consultation, the hospital pharmacist will contact the CP to discuss patient adherence. The primary outcome is adherence to immunosuppressive treatments 1 year post-transplantation assessed by using the BAASIS questionnaire and the health insurance data from the national health data system. A medico-economic study will measure the efficiency of this plan. DISCUSSION GRePH aims to increase adherence of liver and/or kidney transplant patients to their immunosuppressive therapies in order to reduce transplant rejections. To this end, a new clinical pharmacy model, the PPP, will be set up in 10 university hospitals. TRIAL REGISTRATION ClinicalTrials.gov NCT04295928 . Registered on 5 March 2020.",0,0,1,1,0,"exclude because protocol only, no results",,,,,,,,,
14,34749817,"Pharmacists and telemedicine: an innovative model fulfilling Sustainable Development Goals (SDGs).  The lack of access to safe medicines and quality healthcare services in peri-urban and rural areas is a major challenge driving a health system to innovate new models of care. This commentary will discuss the implementation and impact of the ""Guddi baji"" tele-pharmacy model, a project piloted by doctHERs, one of Pakistan's leading telemedicine organizations. This innovative model has described the reintegration of women into the workforce by leveraging technology to improve the level of primary health care services and contributes to safe medication practice in a remote area. Our intervention proposed the deployment of technology-enabled, female frontline health workers known as the Guddi baji (meaning The Good Sister) in a rural village. They serve as an ""access point to health care"" that is linked to a remotely located health care professional; a licensed doctor or a pharmacist within this model.",0,0,0,0,,,,,,,,,,,
15,34750301,"Identifying COVID-19 and H1N1 vaccination hesitancy or refusal among health care providers across North America, the United Kingdom, Europe, and Australia: a scoping review protocol. OBJECTIVE The aim of this scoping review is to describe and map the evidence around COVID-19 and H1N1 vaccination hesitancy or refusal among physicians, nurses, and pharmacists across North America, the United Kingdom, Europe, and Australia. INTRODUCTION When global pandemics occur, including the coronavirus (COVID-19) pandemic, which originated in 2020, and the swine flu influenza pandemic (H1N1) of 2009, there is increased pressure for pharmaceutical companies and government agencies to develop safe and effective vaccines against these highly contagious illnesses. Following development and approvals, it then becomes essential that priority populations, including frontline health care providers, opt to receive these vaccinations to prevent illness and potential transmission to their patients. However, vaccine hesitancy or refusal has played a significant role in suboptimal vaccination rates globally. As health care providers, including physicians, nurses and pharmacists, often administer vaccines, their vaccination views and behaviors are of great importance as they can directly affect the vaccination decisions of their patients. INCLUSION CRITERIA The review will identify factors affecting COVID-19 and H1N1 vaccine hesitancy or refusal among physicians, nurses, and pharmacists across a range of countries. Published and unpublished evidence, including quantitative, qualitative, mixed methods research, and gray literature, will be eligible for inclusion. METHODS This scoping review protocol will follow JBI methodology for the conduct of scoping reviews. The search strategy will be developed with support from a health sciences librarian scientist to identify relevant evidence. Screening and data extraction will be conducted by two reviewers, with findings summarized and presented through narrative descriptions, tables, and figures.",0,0,0,0,,,,,,,,,,,
16,34750302,"Economic impact and health care utilization outcomes of Diabetes Self-Management Education and Support interventions for persons with diabetes: a systematic review protocol. OBJECTIVE The aim of this systematic review is to summarize and synthesize existing research on the economic impact of Diabetes Self-Management Education and Support. INTRODUCTION Diabetes Self-Management Education and Support is an essential component of diabetes care, yet it continues to be underutilized. A gap exists regarding the true measured economic impact of this intervention. INCLUSION CRITERIA This review will consider studies that report the measured economic impact and health care utilization of Diabetes Self-Management Education and Support for persons with diabetes or their caregivers. The inclusion criteria are as follows: quantitative studies providing measured data on the economic outcomes and health care utilization of Diabetes Self-Management Education and Support interventions that include at least one of the Association for Diabetes Care and Education Specialists Seven Self-Care Behaviors (ADCES7). METHODS The review will search the following databases: MEDLINE; Epub Ahead of Print, In-Process and Other Non-Indexed Citations, Daily and Versions; Embase; Scopus; CINAHL; ERIC, Cochrane Database of Systematic Reviews; and the Cochrane Register of Controlled Trials. Additionally, a search of the grey literature will be performed using Google Scholar. Date limitations will be from January 2006 to May 2020. Two members of the research team will independently screen abstracts and full texts, and extract data. The screening process will be described using the Preferred Reporting Items for Systematic Reviews and Meta-analyses (PRISMA) guidelines. Articles will be assessed for risk of bias using the JBI critical appraisal tools. Data will be narratively summarized. SYSTEMATIC REVIEW REGISTRATION PROSPERO (CRD42020166743).",0,0,0,0,,,,,,,,,,,
17,34750762,"Cyclodextrin applications in pharmacy, biology, medicine, and environment. ",0,0,0,0,,,,,,,,,,,
18,34751891,"A pharmacist-led intervention to improve the management of opioids in a general practice: a qualitative evaluation of participant interviews.  Background Opioid prescribing has escalated, particularly long-term in chronic noncancer pain. Innovative models of care have been recommended to augment regulatory and harm-minimisation strategies and to review the safety and benefits of opioids for the individual patient. Medication stewardship and pharmacist integration are evolving approaches for general practice. Aim To explore enablers, barriers, and outcomes of a pharmacist-led intervention to improve opioid management in general practice, from the perspectives of general practitioners (GPs) and practice personnel. Method The study was part of a mixed-methods investigation into a general practice pharmacist pilot. Qualitative data relevant to opioids were analysed. Data from 13 semi-structured interviews were coded, analysed iteratively and thematically, and interpreted conceptually through the framework of Opioid Stewardship fundamentals proposed by the National Quality Forum. Results Seven themes and 14 subthemes aligned with stewardship fundamentals. Participants considered organisational policy, supported by leadership and education, fostered collaboration and consistency and improved practice safety. Patient engagement with individualised resources, 'agreements' and 'having the conversation' with the pharmacist enabled person-centred opioid review and weaning. GPs reported greater accountability and reflection in their practices, in the broader context of opioid prescribing and dilemmas in managing patients transitioning through care. Receiving feedback on practice deprescribing outcomes encouraged participants' ongoing commitment. Patient communication was deemed an early barrier; however, learnings were applied when transferring the model to other high-risk medicines. Conclusion Improved opioid management was enabled through implementing pharmacist-led coordinated stewardship. The findings offer a practical application of guideline advice to individualise opioid deprescribing.",0,0,0,0,,,,,,,,,,,
19,34751985,"The psychological health of patients diagnosed with cancer in Iraq during the COVID-19 pandemic: A single center study. OBJECTIVE The objective of this study was to assess the psychological health status of patients diagnosed with cancer in Iraq during the COVID-19 pandemic. The study aim was to measure the prevalence of depression, anxiety, and stress among patients diagnosed with cancer. Secondary aims were to assess the association between depression, anxiety, and stress with sociodemographic characteristics, cancer-specific characteristics, patients' experience in healthcare visit, risk perception towards COVID-19, and health concern during the outbreak. METHODS A cross-sectional study was conducted between September 1, 2020 and December 1, 2020 at an Oncology clinic in Baghdad. Included in the study were two hundred patients diagnosed with cancer. Data collected included: demographic variables (age, gender, residential location, marital status, education, employment status), clinical characteristics and cancer-specific parameters (duration since cancer diagnosis, cancer type, treatment duration, clinic visits frequency), experience during the pandemic (skipping or postponing treatment or periodical tests, suffering from new body pain, fear of acquiring the infection, fear of health deterioration), as well as psychological health status (depression, anxiety, stress). Pain, risk perception towards COVID-19, and health concern were measured using categorical Likert scale with responses being no, sometimes, and often. The psychological health status was measured by the ""Depression, Anxiety, and Stress Scale"" (DASS-21). Cut-off scores of the DASS-21 greater than 9, 7, and 14 represent a positive screen of depression, anxiety, and stress, respectively. RESULTS The prevalence of patients who screened positive for depression was 22.0%, anxiety 22.0%, and stress 13.5%. The prevalence of depression, anxiety and stress were significantly more in those who had university or higher education (34.3%, p-value <0.0001; 32.3%, p-value <0.0001; 19.2%, p-value = 0.02 respectively). Those were four times more likely to have depression and two times more likely to have anxiety than participants who had school education (OR = 4.40 CI [1.98-9.77], p-value <0.0001; OR = 2.55 CI [1.15-5.65], p-value = 0.02, respectively). The prevalence of anxiety was significantly the highest in the age group 16-39 years (40.9%) compared to 22.3% in the age group 40-64 years and 10.3% in the group ≥65 years (p-value = 0.02). Patients ≥65 years of age were less likely to develop anxiety compared to younger patients (OR = 0.44 CI [0.22-0.89], p-value = 0.02). As for the patients' experience in healthcare visit, 66 patients (33.0%) skipped or postponed their treatment or tests due to the outbreak. Around (8%) sometimes suffered from new body pain. Those who sometimes suffered from new body pain had significantly more depression than patients who did not suffer new pain or often had new pain (50.0% vs. 15.0% vs. 28.1% respectively, p-value = 0.002). Those were two times more likely to be depressed (OR = 2.18 CI [1.29-3.68], p-value = 0.003). Around (50%) of the patients were often afraid that their health would deteriorate during the outbreak. Those were significantly more depressed (31.7%, p-value = 0.002), anxious (30.7%, p-value <0.0001) and stressed (21.8%, p-value = 0.002) than those who did not have fear of losing their health and were two times more likely to have anxiety and stress. CONCLUSION These findings, especially the association between developing new pain and depression, raised concerns regarding the psychological health in patients diagnosed with cancer during COVID-19 pandemic. It is crucial to implement psychological health screening for patients diagnosed with cancer during the pandemic to help prevent any psychological health problems. The DASS-21 could be used as a screening tool for distress in these patients.",0,0,0,0,,,,,,,,,,,
